,DATE,SPPOPGROWUSA
622,2012-11-01,0.733599941250847
623,2012-12-01,0.733599941250847
624,2013-01-01,0.692860276624581
625,2013-02-01,0.692860276624581
626,2013-03-01,0.692860276624581
627,2013-04-01,0.692860276624581
628,2013-05-01,0.692860276624581
629,2013-06-01,0.692860276624581
630,2013-07-01,0.692860276624581
631,2013-08-01,0.692860276624581
632,2013-09-01,0.692860276624581
633,2013-10-01,0.692860276624581
634,2013-11-01,0.692860276624581
635,2013-12-01,0.692860276624581
636,2014-01-01,0.733361519937424
637,2014-02-01,0.733361519937424
638,2014-03-01,0.733361519937424
639,2014-04-01,0.733361519937424
640,2014-05-01,0.733361519937424
641,2014-06-01,0.733361519937424
642,2014-07-01,0.733361519937424
643,2014-08-01,0.733361519937424
644,2014-09-01,0.733361519937424
645,2014-10-01,0.733361519937424
646,2014-11-01,0.733361519937424
647,2014-12-01,0.733361519937424
648,2015-01-01,0.73621730882542
649,2015-02-01,0.73621730882542
650,2015-03-01,0.73621730882542
651,2015-04-01,0.73621730882542
652,2015-05-01,0.73621730882542
653,2015-06-01,0.73621730882542
654,2015-07-01,0.73621730882542
655,2015-08-01,0.73621730882542
656,2015-09-01,0.73621730882542
657,2015-10-01,0.73621730882542
658,2015-11-01,0.73621730882542
659,2015-12-01,0.73621730882542
660,2016-01-01,0.724676067451429
661,2016-02-01,0.724676067451429
662,2016-03-01,0.724676067451429
663,2016-04-01,0.724676067451429
664,2016-05-01,0.724676067451429
665,2016-06-01,0.724676067451429
666,2016-07-01,0.724676067451429
667,2016-08-01,0.724676067451429
668,2016-09-01,0.724676067451429
669,2016-10-01,0.724676067451429
670,2016-11-01,0.724676067451429
671,2016-12-01,0.724676067451429
672,2017-01-01,0.63264399508256
673,2017-02-01,0.63264399508256
674,2017-03-01,0.63264399508256
675,2017-04-01,0.63264399508256
676,2017-05-01,0.63264399508256
677,2017-06-01,0.63264399508256
678,2017-07-01,0.63264399508256
679,2017-08-01,0.63264399508256
680,2017-09-01,0.63264399508256
681,2017-10-01,0.63264399508256
682,2017-11-01,0.63264399508256
683,2017-12-01,0.63264399508256
684,2018-01-01,0.526435395564053
685,2018-02-01,0.526435395564053
686,2018-03-01,0.526435395564053
687,2018-04-01,0.526435395564053
688,2018-05-01,0.526435395564053
689,2018-06-01,0.526435395564053
690,2018-07-01,0.526435395564053
691,2018-08-01,0.526435395564053
692,2018-09-01,0.526435395564053
693,2018-10-01,0.526435395564053
694,2018-11-01,0.526435395564053
695,2018-12-01,0.526435395564053
696,2019-01-01,0.455381285963537
697,2019-02-01,0.455381285963537
698,2019-03-01,0.455381285963537
699,2019-04-01,0.455381285963537
700,2019-05-01,0.455381285963537
701,2019-06-01,0.455381285963537
702,2019-07-01,0.455381285963537
703,2019-08-01,0.455381285963537
704,2019-09-01,0.455381285963537
705,2019-10-01,0.455381285963537
706,2019-11-01,0.455381285963537
707,2019-12-01,0.455381285963537
708,2020-01-01,0.964347900193196
709,2020-02-01,0.964347900193196
710,2020-03-01,0.964347900193196
711,2020-04-01,0.964347900193196
712,2020-05-01,0.964347900193196
713,2020-06-01,0.964347900193196
714,2020-07-01,0.964347900193196
715,2020-08-01,0.964347900193196
716,2020-09-01,0.964347900193196
717,2020-10-01,0.964347900193196
718,2020-11-01,0.964347900193196
719,2020-12-01,0.964347900193196
720,2021-01-01,0.156747054750178
721,2021-02-01,0.156747054750178
722,2021-03-01,0.156747054750178
723,2021-04-01,0.156747054750178
724,2021-05-01,0.156747054750178
725,2021-06-01,0.156747054750178
726,2021-07-01,0.156747054750178
727,2021-08-01,0.156747054750178
728,2021-09-01,0.156747054750178
729,2021-10-01,0.156747054750178
730,2021-11-01,0.156747054750178
731,2021-12-01,0.156747054750178
732,2022-01-01,0.377564531459432
